ISO,Spool,Subsystem,Test Pack,Pressure,Hydro Group,Module,Assembly,LF,Size,Conn,EHT,Insul,Stage
R01-PA-229-O-9116-05,R01-PA-229-O-9116-05-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 25,In-Rack,39.95,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-06,R01-PA-229-O-9116-06-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 25,In-Rack,27.35,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-06,R01-PA-229-O-9116-06-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 24,In-Rack,40.71,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-06,R01-PA-229-O-9116-06-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 24,In-Rack,21.16,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-06,R01-PA-229-O-9116-06-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 24,In-Rack,16.36,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-07,R01-PA-229-O-9116-07-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 24,In-Rack,21.1,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-07,R01-PA-229-O-9116-07-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 24,In-Rack,16.3,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-07,R01-PA-229-O-9116-07-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 24,In-Rack,20.01,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-07,R01-PA-229-O-9116-07-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 24,In-Rack,39.98,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-07,R01-PA-229-O-9116-07-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 23,In-Rack,40.06,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-08,R01-PA-229-O-9116-08-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 23,In-Rack,19.94,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-08,R01-PA-229-O-9116-08-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 23,In-Rack,40.06,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-08,R01-PA-229-O-9116-08-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,No Module,In-Rack,39.95,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-08,R01-PA-229-O-9116-08-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 22,In-Rack,20.04,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-08,R01-PA-229-O-9116-08-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 22,In-Rack,39.95,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-09,R01-PA-229-O-9116-09-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 21,In-Rack,40.06,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-09,R01-PA-229-O-9116-09-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 21,In-Rack,30.54,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-09,R01-PA-229-O-9116-09-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 20,In-Rack,40.74,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-09,R01-PA-229-O-9116-09-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 20,In-Rack,18.92,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-09,R01-PA-229-O-9116-09-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 20,In-Rack,12.61,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-10,R01-PA-229-O-9116-10-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 20,In-Rack,18.87,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-10,R01-PA-229-O-9116-10-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 20,In-Rack,17.72,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-10,R01-PA-229-O-9116-10-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 20,In-Rack,16.66,16,Weld,NO,NO,INSTALL
R01-PA-229-O-9116-10,R01-PA-229-O-9116-10-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 20,In-Rack,40,16,Weld,NO,NO,INSTALL
R01-PA-229-O-9116-10,R01-PA-229-O-9116-10-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 19,In-Rack,40.01,16,Weld,NO,NO,INSTALL
R01-PA-229-O-9116-11,R01-PA-229-O-9116-11-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 19,In-Rack,17.39,3,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-11,R01-PA-229-O-9116-11-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 19,In-Rack,18.28,3,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-11,R01-PA-229-O-9116-11-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 18,In-Rack,3.63,3,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-11,R01-PA-229-O-9116-11-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 18,In-Rack,19.02,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-11,R01-PA-229-O-9116-11-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 18,In-Rack,15.23,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-12,R01-PA-229-O-9116-12-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 18,In-Rack,32.84,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-12,R01-PA-229-O-9116-12-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 18,In-Rack,40.03,6,Weld,NO,NO,INSTALL
R01-PA-229-O-9116-12,R01-PA-229-O-9116-12-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 17,In-Rack,39.98,6,Weld,NO,NO,INSTALL
R01-PA-229-O-9116-12,R01-PA-229-O-9116-12-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 17,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-13,R01-PA-229-O-9116-13-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 16,In-Rack,36.36,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-13,R01-PA-229-O-9116-13-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 16,In-Rack,13.91,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-13,R01-PA-229-O-9116-13-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 16,In-Rack,40.06,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-13,R01-PA-229-O-9116-13-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 16,In-Rack,18.94,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-14,R01-PA-229-O-9116-14-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 16,In-Rack,24.71,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-14,R01-PA-229-O-9116-14-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 16,In-Rack,14.87,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-14,R01-PA-229-O-9116-14-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 15,In-Rack,15.93,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-14,R01-PA-229-O-9116-14-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 15,In-Rack,39.92,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-14,R01-PA-229-O-9116-14-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 15,In-Rack,23.44,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-14,R01-PA-229-O-9116-14-6,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 15,In-Rack,21.48,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-15,R01-PA-229-O-9116-15-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 15,In-Rack,23.45,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-15,R01-PA-229-O-9116-15-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 15,In-Rack,13.61,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-15,R01-PA-229-O-9116-15-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 14,In-Rack,20.04,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-15,R01-PA-229-O-9116-15-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 14,In-Rack,39.95,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-15,R01-PA-229-O-9116-15-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,No Module,In-Rack,40.06,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-15,R01-PA-229-O-9116-15-6,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 13,In-Rack,19.94,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-16,R01-PA-229-O-9116-16-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 13,In-Rack,40.06,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-16,R01-PA-229-O-9116-16-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 13,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-16,R01-PA-229-O-9116-16-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 13,In-Rack,13.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-17,R01-PA-229-O-9116-17-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 12,In-Rack,40.03,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-17,R01-PA-229-O-9116-17-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 12,In-Rack,40.74,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-17,R01-PA-229-O-9116-17-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 12,In-Rack,19.29,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-17,R01-PA-229-O-9116-17-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 12,In-Rack,13.14,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-18,R01-PA-229-O-9116-18-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 12,In-Rack,19.29,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-18,R01-PA-229-O-9116-18-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 12,In-Rack,13.26,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-18,R01-PA-229-O-9116-18-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 11,In-Rack,40.03,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-18,R01-PA-229-O-9116-18-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 11,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-18,R01-PA-229-O-9116-18-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 10,In-Rack,20.04,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-19,R01-PA-229-O-9116-19-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 10,In-Rack,39.95,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-19,R01-PA-229-O-9116-19-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 10,In-Rack,40.06,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-19,R01-PA-229-O-9116-19-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 09,In-Rack,19.75,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-19,R01-PA-229-O-9116-19-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 09,In-Rack,19.2,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-19,R01-PA-229-O-9116-19-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 09,In-Rack,12.88,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-20,R01-PA-229-O-9116-20-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 09,In-Rack,19.23,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-20,R01-PA-229-O-9116-20-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 09,In-Rack,28.48,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-20,R01-PA-229-O-9116-20-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 09,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-20,R01-PA-229-O-9116-20-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 09,In-Rack,13.95,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-21,R01-PA-229-O-9116-21-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 08,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-21,R01-PA-229-O-9116-21-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 08,In-Rack,39.73,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-21,R01-PA-229-O-9116-21-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 08,In-Rack,19.07,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-21,R01-PA-229-O-9116-21-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 08,In-Rack,14.48,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-22,R01-PA-229-O-9116-22-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 08,In-Rack,19.18,6,Weld,NO,NO,HYDRO
R01-PA-229-O-9116-22,R01-PA-229-O-9116-22-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 08,In-Rack,13,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-22,R01-PA-229-O-9116-22-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 07,In-Rack,40.03,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-22,R01-PA-229-O-9116-22-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 07,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-22,R01-PA-229-O-9116-22-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 06,In-Rack,20.01,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-22,R01-PA-229-O-9116-22-6,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 06,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-23,R01-PA-229-O-9116-23-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 06,In-Rack,40.06,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-23,R01-PA-229-O-9116-23-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 06,In-Rack,19.94,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-23,R01-PA-229-O-9116-23-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 05,In-Rack,24.33,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-23,R01-PA-229-O-9116-23-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 05,In-Rack,19.23,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-23,R01-PA-229-O-9116-23-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 05,In-Rack,13.14,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-24,R01-PA-229-O-9116-24-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 05,In-Rack,22.82,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-24,R01-PA-229-O-9116-24-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 05,In-Rack,39.95,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-24,R01-PA-229-O-9116-24-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 05,In-Rack,20.04,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-24,R01-PA-229-O-9116-24-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 04,In-Rack,39.95,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-25,R01-PA-229-O-9116-25-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 04,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-25,R01-PA-229-O-9116-25-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 04,In-Rack,20.01,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-25,R01-PA-229-O-9116-25-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 03,In-Rack,40.06,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-25,R01-PA-229-O-9116-25-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 03,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-26,R01-PA-229-O-9116-26-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 03,In-Rack,26.71,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-26,R01-PA-229-O-9116-26-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 02,In-Rack,41.76,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-26,R01-PA-229-O-9116-26-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 02,In-Rack,18.82,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-26,R01-PA-229-O-9116-26-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 02,In-Rack,12.94,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-27,R01-PA-229-O-9116-27-1,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 02,In-Rack,23.87,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-27,R01-PA-229-O-9116-27-2,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 02,In-Rack,24.37,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-27,R01-PA-229-O-9116-27-3,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 01,In-Rack,39.98,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-27,R01-PA-229-O-9116-27-4,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 01,In-Rack,40.03,6,Weld,NO,NO,PRE
R01-PA-229-O-9116-27,R01-PA-229-O-9116-27-5,26.01-CGP,TP-26.01-CGP-001,2175 PSIG,SINGLE,Module 01,In-Rack,10.12,6,Weld,NO,NO,PRE
R01-PA-229-O-9117-01,R01-PA-229-O-9117-01-1,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 01,In-Rack,39.98,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-01,R01-PA-229-O-9117-01-2,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 01,In-Rack,40.06,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-01,R01-PA-229-O-9117-01-3,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 01,In-Rack,10.68,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-02,R01-PA-229-O-9117-02-1,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 03,In-Rack,20.12,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-02,R01-PA-229-O-9117-02-2,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 02,In-Rack,40.06,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-02,R01-PA-229-O-9117-02-3,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 02,In-Rack,10.76,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-02,R01-PA-229-O-9117-02-4,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 02,In-Rack,25.28,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-02,R01-PA-229-O-9117-02-5,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 02,In-Rack,30.33,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-03,R01-PA-229-O-9117-03-1,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 04,In-Rack,39.95,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-03,R01-PA-229-O-9117-03-2,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 03,In-Rack,20.04,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-03,R01-PA-229-O-9117-03-3,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 03,In-Rack,39.95,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-04,R01-PA-229-O-9117-04-1,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 05,In-Rack,40.06,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-04,R01-PA-229-O-9117-04-2,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 04,In-Rack,19.94,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-04,R01-PA-229-O-9117-04-3,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 04,In-Rack,40.06,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-05,R01-PA-229-O-9117-05-1,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 05,In-Rack,13.61,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-05,R01-PA-229-O-9117-05-2,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 05,In-Rack,12.61,3,Weld,NO,NO,PRE
R01-PA-229-O-9117-05,R01-PA-229-O-9117-05-3,25.01-C3P,TP-25.01-C3P-001,1100 PSIG,BULK TEST 2,Module 05,In-Rack,39.98,3,Weld,NO,NO,PRE
